k141_343	11xylanase	50.980	102	49	1	2	304	493	594	1.93e-33	112
k141_343	6xylanase	39.216	102	59	3	5	304	196	296	3.48e-19	72.0
k141_343	1xylanase	38.614	101	61	1	5	304	200	300	9.65e-19	70.9
k141_343	4RecName:	39.216	102	59	3	5	304	196	296	1.13e-18	70.5
k141_343	3xylanase	39.604	101	60	1	5	304	200	300	2.03e-18	69.7
k141_343	5xylanase	38.889	108	62	3	2	316	158	264	6.03e-17	65.9
k141_4162874	4RecName:	31.959	97	61	2	660	385	59	155	1.19e-09	50.4
k141_4162874	11xylanase	33.708	89	56	3	687	424	358	444	3.21e-09	49.7
k141_4162874	6xylanase	27.451	102	69	2	678	385	55	155	8.28e-09	47.8
k141_4162874	1xylanase	28.125	96	65	1	660	385	64	159	3.29e-08	45.8
k141_4162874	9xylanase	29.070	86	55	3	678	424	15	95	8.34e-07	41.2
k141_4162874	3xylanase	27.723	101	67	3	678	388	60	158	1.48e-06	40.8
k141_4162874	5xylanase	35.088	57	37	0	609	439	55	111	2.79e-06	39.7
k141_4162895	4RecName:	31.959	97	61	2	660	385	59	155	1.51e-10	50.4
k141_4162895	11xylanase	33.708	89	56	3	687	424	358	444	4.18e-10	49.3
k141_4162895	6xylanase	27.451	102	69	2	678	385	55	155	1.11e-09	47.8
k141_4162895	1xylanase	28.431	102	67	2	678	385	60	159	4.85e-09	45.8
k141_4162895	9xylanase	29.070	86	55	3	678	424	15	95	1.56e-07	41.2
k141_4162895	3xylanase	28.000	100	66	3	675	388	61	158	2.57e-07	40.4
k141_4162895	5xylanase	35.088	57	37	0	609	439	55	111	5.38e-07	39.7
k141_2561960	11xylanase	43.011	93	40	3	307	29	371	450	9.79e-19	69.7
k141_2561960	4RecName:	38.554	83	39	1	298	50	67	137	1.21e-16	63.9
k141_2561960	9xylanase	40.000	75	33	1	277	53	32	94	1.82e-12	52.0
k141_2561960	6xylanase	36.364	77	37	1	283	53	72	136	3.89e-12	50.8
k141_2561960	1xylanase	32.000	75	39	1	277	53	78	140	1.32e-09	43.9
k141_2561960	3xylanase	30.667	75	40	1	277	53	78	140	3.45e-09	42.7
k141_5123663	11xylanase	22.642	159	118	1	8	469	155	313	3.21e-12	55.1
k141_4163142	4RecName:	35.714	182	97	2	486	1	2	183	1.01e-32	122
k141_4163142	6xylanase	37.500	168	91	3	462	1	16	183	1.65e-30	115
k141_4163142	1xylanase	43.066	137	66	2	378	1	52	187	6.73e-30	114
k141_4163142	3xylanase	40.441	136	69	2	375	1	53	187	6.00e-29	110
k141_4163142	11xylanase	41.732	127	74	0	381	1	353	479	1.54e-28	113
k141_4163142	9xylanase	41.538	130	74	1	390	1	3	130	5.58e-28	106
k141_4163142	5xylanase	28.571	126	82	3	372	1	27	146	1.67e-11	57.4
k141_4163142	10xylanase	27.103	107	72	1	321	1	595	695	2.66e-07	44.7
k141_4163169	9xylanase	39.286	308	168	4	927	4	3	291	9.75e-81	239
k141_4163169	11xylanase	41.830	306	159	6	918	4	353	640	3.48e-75	234
k141_4163169	4RecName:	38.679	318	165	5	921	4	45	344	3.67e-72	219
k141_4163169	6xylanase	37.421	318	169	6	921	4	45	344	6.97e-70	213
k141_4163169	1xylanase	37.072	321	168	8	924	4	49	349	1.92e-60	189
k141_4163169	3xylanase	34.796	319	178	6	924	4	49	349	4.12e-59	185
k141_4163169	5xylanase	30.566	265	160	7	909	127	27	271	1.90e-34	120
k141_4163169	10xylanase	23.973	292	189	9	858	4	595	860	5.88e-16	68.2
k141_6084322	7xylanase	38.043	92	51	4	264	1	38	127	1.31e-16	68.2
k141_6084322	8xylanase	29.661	118	70	4	351	1	5	110	7.74e-10	48.1
k141_6084322	2xylanase	29.091	110	64	4	327	1	16	112	1.75e-08	43.5
k141_2562157	11xylanase	27.703	148	95	7	265	687	198	340	1.61e-13	60.8
k141_2562157	11xylanase	23.308	133	99	2	304	699	58	188	9.67e-08	42.7
k141_961282	9xylanase	39.362	94	54	3	16	291	154	246	5.34e-15	58.9
k141_961282	10xylanase	35.354	99	59	4	1	288	723	819	9.52e-13	52.8
k141_961282	11xylanase	31.579	95	63	2	13	291	502	596	5.70e-10	45.1
k141_961282	4RecName:	34.375	96	59	4	13	291	204	298	3.36e-09	42.7
k141_961282	6xylanase	34.375	96	59	4	13	291	204	298	1.39e-08	40.8
k141_961282	3xylanase	35.789	95	59	2	13	291	208	302	2.71e-08	40.0
k141_961282	1xylanase	34.043	94	60	2	16	291	209	302	2.34e-07	37.4
k141_6724750	11xylanase	54.098	61	26	1	22	204	453	511	7.65e-18	65.9
k141_6724750	9xylanase	41.935	62	34	1	19	204	103	162	9.28e-15	57.0
k141_6724750	3xylanase	43.548	62	31	1	22	207	161	218	4.08e-14	55.1
k141_6724750	1xylanase	40.323	62	33	1	22	207	161	218	3.19e-13	52.4
k141_6724750	4RecName:	38.710	62	34	1	22	207	157	214	5.16e-13	52.0
k141_6724750	6xylanase	38.710	62	34	1	22	207	157	214	1.05e-12	51.2
k141_6724750	5xylanase	34.783	69	41	1	1	207	113	177	1.17e-11	48.1
k141_6724776	4RecName:	42.857	56	32	0	16	183	75	130	2.11e-11	52.4
k141_6724776	6xylanase	40.351	57	34	0	13	183	74	130	2.09e-10	49.7
k141_6724776	5xylanase	44.444	63	33	1	1	183	46	108	1.97e-09	46.6
k141_6724776	11xylanase	34.483	58	38	0	10	183	380	437	4.05e-09	45.8
k141_6724776	1xylanase	26.190	126	86	3	16	384	79	200	4.15e-08	42.7
k141_6724776	9xylanase	32.653	49	33	0	37	183	40	88	1.96e-06	37.4
k141_6724776	3xylanase	32.143	56	38	0	16	183	79	134	2.62e-06	37.0
k141_3843237	9xylanase	36.000	75	44	1	66	278	170	244	1.05e-08	46.6
k141_3843237	1xylanase	25.773	97	67	2	6	281	205	301	8.37e-08	43.9
k141_2562298	10xylanase	26.250	80	59	0	359	598	916	995	2.86e-09	48.9
k141_8326139	7xylanase	60.000	75	24	1	3	227	172	240	7.73e-27	92.4
k141_8326139	2xylanase	44.928	69	31	2	3	206	157	219	4.20e-19	69.7
k141_8326139	8xylanase	42.623	61	29	1	24	206	165	219	2.64e-13	54.7
k141_8646489	7xylanase	29.612	206	118	8	150	764	54	233	7.36e-23	86.3
k141_8646489	8xylanase	26.891	238	133	11	57	764	21	219	6.09e-16	66.2
k141_8646489	2xylanase	26.971	241	136	10	45	764	18	219	6.18e-14	59.3
k141_8326269	10xylanase	37.975	79	42	3	4	225	678	754	9.98e-12	48.9
k141_8326269	9xylanase	40.678	59	27	2	52	228	130	180	1.78e-07	37.0
k141_8646580	11xylanase	39.806	103	45	3	2	310	389	474	6.21e-20	73.6
k141_8646580	9xylanase	43.077	65	34	1	116	310	64	125	5.56e-15	59.3
k141_8646580	1xylanase	40.000	75	33	2	110	304	108	180	1.16e-14	58.5
k141_8646580	3xylanase	41.096	73	35	2	110	304	108	180	1.48e-14	58.2
k141_8646580	6xylanase	30.328	122	64	3	2	304	55	176	1.88e-12	52.4
k141_8646580	4RecName:	33.803	71	39	1	116	304	106	176	1.76e-10	46.6
k141_8646580	5xylanase	32.836	67	38	2	110	310	82	141	4.52e-08	39.7
k141_8646650	7xylanase	31.544	149	88	4	586	140	106	240	4.61e-23	85.1
k141_8646650	8xylanase	33.566	143	76	5	574	158	93	220	1.89e-18	72.0
k141_8646650	2xylanase	29.787	141	86	3	580	158	93	220	6.79e-18	68.9
k141_2242540	9xylanase	41.975	162	84	2	684	217	168	325	8.04e-44	140
k141_2242540	11xylanase	38.012	171	86	4	684	202	517	677	8.70e-32	112
k141_2242540	6xylanase	37.778	135	73	5	666	274	226	353	8.83e-23	85.5
k141_2242540	4RecName:	35.252	139	77	5	675	274	223	353	2.48e-21	81.6
k141_2242540	3xylanase	32.164	171	104	2	684	202	224	392	1.82e-20	79.0
k141_2242540	1xylanase	33.577	137	89	1	684	274	224	358	2.31e-19	75.9
k141_2242540	5xylanase	31.138	167	93	7	687	208	181	332	3.74e-15	63.5
k141_3843558	10xylanase	31.169	77	45	3	2089	1874	910	983	5.06e-06	38.9
k141_1922283	4RecName:	44.776	67	37	0	205	5	46	112	1.28e-15	61.6
k141_1922283	6xylanase	43.284	67	38	0	205	5	46	112	8.03e-15	59.3
k141_1922283	11xylanase	44.776	67	37	0	205	5	353	419	5.24e-14	57.4
k141_1922283	9xylanase	41.176	68	38	1	205	2	6	71	4.13e-13	54.3
k141_1922283	1xylanase	44.615	65	35	1	199	5	53	116	5.97e-13	53.9
k141_1922283	3xylanase	40.000	65	38	1	199	5	53	116	1.54e-12	52.8
k141_3203137	1xylanase	37.306	193	97	5	842	324	193	381	1.95e-36	124
k141_3203137	3xylanase	33.824	204	103	5	842	315	193	392	3.15e-35	121
k141_3203137	9xylanase	33.679	193	101	7	824	312	144	331	5.33e-29	103
k141_3203137	6xylanase	32.990	194	106	5	842	321	189	378	3.07e-28	102
k141_3203137	4RecName:	34.302	172	93	4	842	375	189	356	1.62e-27	100
k141_3203137	11xylanase	30.964	197	109	7	809	294	495	689	2.40e-20	80.5
k141_3203137	5xylanase	33.333	168	95	8	779	318	169	333	7.01e-14	60.8
k141_3203137	10xylanase	34.000	100	64	2	773	477	731	829	3.69e-11	53.1
k141_2562765	9xylanase	35.200	125	71	2	357	1	193	313	2.56e-23	82.8
k141_2562765	11xylanase	39.200	125	59	5	357	4	542	656	2.63e-22	80.9
k141_2562765	4RecName:	38.136	118	64	3	357	13	245	356	1.23e-21	78.6
k141_2562765	6xylanase	36.134	119	65	4	357	13	245	356	1.31e-21	78.6
k141_2562765	1xylanase	32.500	120	69	3	357	13	249	361	1.79e-17	67.0
k141_2562765	3xylanase	30.833	120	71	3	357	13	249	361	5.21e-16	62.8
k141_2562765	5xylanase	28.696	115	63	4	357	22	208	306	3.17e-07	37.7
k141_4484083	11xylanase	29.630	108	44	3	24	347	362	437	4.25e-08	40.0
k141_1922422	4RecName:	43.956	91	51	0	275	3	40	130	1.92e-20	84.7
k141_1922422	1xylanase	46.988	83	43	1	251	3	53	134	8.16e-20	82.8
k141_1922422	3xylanase	44.578	83	45	1	251	3	53	134	5.88e-19	80.1
k141_1922422	6xylanase	40.659	91	54	0	275	3	40	130	8.94e-19	79.7
k141_1922422	9xylanase	42.857	84	46	1	254	3	7	88	3.34e-16	70.9
k141_1922422	11xylanase	38.095	84	52	0	254	3	354	437	3.86e-15	69.3
k141_1922422	5xylanase	48.148	54	28	0	164	3	55	108	2.65e-11	56.2
k141_1922424	4RecName:	44.444	72	40	0	218	3	52	123	3.01e-19	70.1
k141_1922424	1xylanase	44.737	76	41	1	230	3	53	127	4.64e-19	69.3
k141_1922424	3xylanase	42.105	76	43	1	230	3	53	127	2.81e-18	67.0
k141_1922424	6xylanase	40.278	72	43	0	218	3	52	123	3.11e-17	64.3
k141_1922424	9xylanase	42.105	76	42	1	230	3	8	81	7.64e-16	60.1
k141_1922424	11xylanase	36.842	76	48	0	230	3	355	430	1.89e-14	56.2
k141_1922424	5xylanase	46.667	45	24	0	137	3	57	101	3.01e-10	44.3
k141_1282020	11xylanase	30.625	160	93	7	453	13	427	581	4.35e-17	67.0
k141_1282020	9xylanase	26.950	141	83	6	453	73	78	212	1.37e-10	48.1
k141_1282020	5xylanase	25.926	135	87	5	453	73	98	227	1.48e-10	48.1
k141_1282020	1xylanase	23.429	175	102	6	453	4	124	291	1.53e-10	48.1
k141_1282020	3xylanase	21.176	170	105	4	453	10	124	286	1.40e-08	42.4
k141_1282020	4RecName:	25.000	180	93	8	453	4	120	287	1.05e-07	40.0
k141_1282020	6xylanase	25.000	152	82	6	453	73	120	264	2.40e-06	35.8
k141_8646947	9xylanase	35.294	102	50	5	360	76	58	150	4.17e-14	58.2
k141_8646947	4RecName:	32.759	116	61	7	408	94	82	191	4.16e-12	52.4
k141_8646947	6xylanase	32.759	116	61	7	408	94	82	191	6.61e-12	51.6
k141_8646947	11xylanase	33.621	116	58	5	426	82	394	491	6.80e-12	52.0
k141_8646947	3xylanase	32.479	117	66	6	408	85	86	198	5.75e-11	48.9
k141_8646947	1xylanase	30.508	118	67	6	408	85	86	198	6.33e-11	48.9
k141_8646947	5xylanase	26.882	93	54	4	360	85	78	157	1.40e-06	36.2
k141_8966681	4RecName:	36.134	119	64	4	80	427	191	300	7.86e-16	63.2
k141_8966681	3xylanase	35.000	120	64	4	80	427	195	304	4.58e-15	61.2
k141_8966681	6xylanase	35.294	119	65	4	80	427	191	300	8.15e-15	60.5
k141_8966681	11xylanase	34.234	111	67	2	86	418	491	595	2.28e-14	59.3
k141_8966681	1xylanase	36.667	120	62	5	80	427	195	304	2.29e-14	58.9
k141_8966681	9xylanase	37.398	123	58	6	68	418	136	245	3.23e-11	50.1
k141_8966681	5xylanase	35.577	104	58	5	110	415	164	260	1.21e-09	45.4
k141_8966681	10xylanase	28.431	102	64	4	122	424	728	821	9.54e-07	37.4
k141_2562942	11xylanase	29.918	244	119	8	711	4	366	565	1.50e-30	110
k141_2562942	4RecName:	27.935	247	124	8	711	13	59	265	1.37e-26	98.2
k141_2562942	9xylanase	26.786	224	112	7	663	16	33	212	2.94e-23	87.8
k141_2562942	6xylanase	24.701	251	135	7	711	1	59	269	4.25e-22	85.5
k141_2562942	1xylanase	27.586	261	131	12	750	13	52	269	1.04e-21	84.3
k141_2562942	3xylanase	27.155	232	113	9	663	13	79	269	6.83e-19	75.9
k141_2562942	5xylanase	28.293	205	120	7	603	13	43	228	1.01e-15	66.6
k141_2562942	10xylanase	22.768	224	122	9	612	16	590	787	1.88e-06	38.5
k141_1922560	9xylanase	46.763	139	72	1	59	475	3	139	1.19e-45	143
k141_1922560	4RecName:	47.020	151	69	2	62	481	44	194	5.75e-43	137
k141_1922560	1xylanase	46.528	144	65	2	74	472	53	195	1.11e-40	132
k141_1922560	11xylanase	45.926	135	73	0	62	466	351	485	4.98e-40	133
k141_1922560	3xylanase	43.750	144	69	2	74	472	53	195	9.72e-40	129
k141_1922560	6xylanase	43.919	148	72	2	65	475	45	192	5.57e-39	127
k141_1922560	5xylanase	32.558	129	81	3	95	475	31	155	1.04e-20	77.8
k141_1922560	10xylanase	25.203	123	83	2	128	487	595	711	7.22e-09	43.9
k141_641978	9xylanase	51.136	88	42	1	1	261	157	244	3.93e-30	101
k141_641978	11xylanase	46.067	89	46	2	1	261	506	594	1.21e-24	88.2
k141_641978	1xylanase	38.202	89	53	2	1	261	212	300	2.36e-16	64.3
k141_641978	3xylanase	40.449	89	51	2	1	261	212	300	4.73e-16	63.2
k141_641978	5xylanase	40.000	90	51	2	1	261	171	260	1.51e-13	56.2
k141_641978	6xylanase	38.028	71	43	1	52	261	226	296	2.09e-12	52.8
k141_641978	4RecName:	34.831	89	56	2	1	261	208	296	3.45e-12	52.4
k141_641978	10xylanase	31.461	89	58	3	1	261	731	818	5.79e-07	37.4
k141_7366016	1xylanase	33.906	233	125	7	50	694	186	407	1.34e-32	114
k141_7366016	9xylanase	32.877	219	128	9	44	691	127	329	6.22e-32	111
k141_7366016	11xylanase	35.622	233	119	13	44	718	476	685	1.10e-31	114
k141_7366016	3xylanase	35.556	225	117	9	50	694	186	392	1.31e-31	111
k141_7366016	6xylanase	31.915	235	129	8	50	694	182	405	6.69e-29	104
k141_7366016	4RecName:	31.064	235	131	8	50	694	182	405	4.37e-27	99.4
k141_7366016	5xylanase	29.279	222	120	11	50	697	145	335	1.65e-15	65.9
k141_1922772	10xylanase	32.727	55	37	0	444	280	792	846	9.90e-07	37.4
k141_7686680	9xylanase	37.539	317	179	4	2647	3597	3	300	2.66e-72	234
k141_7686680	11xylanase	42.540	315	162	6	2656	3597	353	649	2.63e-71	243
k141_7686680	4RecName:	36.695	357	195	6	2572	3603	17	355	6.48e-70	230
k141_7686680	6xylanase	36.134	357	197	6	2572	3603	17	355	1.74e-69	229
k141_7686680	1xylanase	38.806	335	161	9	2650	3597	49	358	1.95e-62	209
k141_7686680	3xylanase	35.976	328	180	6	2650	3597	49	358	6.03e-59	198
k141_7686680	5xylanase	28.435	313	185	8	2665	3591	27	304	2.19e-31	117
k141_7686680	10xylanase	26.102	295	179	10	2716	3570	595	860	1.30e-15	71.2
k141_2243199	10xylanase	29.870	77	39	3	125	310	919	995	3.73e-06	35.8
k141_2243213	10xylanase	29.870	77	39	3	125	310	919	995	6.93e-06	35.4
k141_3203775	11xylanase	36.364	88	54	2	194	454	358	444	2.78e-13	57.8
k141_3203775	4RecName:	34.667	75	48	1	221	442	59	133	4.75e-10	48.1
k141_3203775	6xylanase	32.000	75	50	1	221	442	59	133	5.31e-09	45.1
k141_3203775	1xylanase	30.137	73	51	0	221	439	64	136	8.78e-08	41.2
k141_3203775	9xylanase	26.250	80	56	1	203	442	15	91	2.69e-07	39.7
k141_3203775	3xylanase	26.429	140	86	6	47	439	5	136	1.17e-06	37.7
k141_3203775	5xylanase	31.884	69	45	1	242	442	43	111	1.49e-06	37.7
k141_5125002	4RecName:	38.435	294	153	4	379	1218	17	296	6.44e-66	207
k141_5125002	11xylanase	44.488	254	128	4	460	1218	353	594	3.42e-65	212
k141_5125002	9xylanase	39.453	256	141	3	451	1218	3	244	4.37e-65	202
k141_5125002	6xylanase	36.735	294	158	4	379	1218	17	296	1.05e-62	199
k141_5125002	1xylanase	40.530	264	130	5	463	1218	52	300	1.35e-58	188
k141_5125002	3xylanase	37.262	263	138	5	466	1218	53	300	6.94e-54	175
k141_5125002	5xylanase	30.566	265	160	6	469	1251	27	271	9.20e-33	118
k141_5125002	10xylanase	26.230	244	165	7	508	1227	589	821	8.84e-16	69.3
k141_8327316	11xylanase	32.044	181	84	8	541	2	452	594	4.62e-12	57.4
k141_8327316	11xylanase	40.741	54	32	0	1198	1037	384	437	3.18e-09	48.5
k141_8327316	4RecName:	27.419	186	96	7	559	2	150	296	1.43e-11	55.5
k141_8327316	4RecName:	30.263	76	52	1	1264	1037	56	130	4.54e-08	44.3
k141_8327316	6xylanase	25.806	186	99	7	559	2	150	296	1.38e-10	52.4
k141_8327316	6xylanase	23.134	134	95	3	1432	1037	3	130	2.47e-07	42.0
k141_8327316	1xylanase	27.957	186	95	9	559	2	154	300	2.78e-10	51.2
k141_8327316	1xylanase	22.500	120	88	2	1387	1037	17	134	1.57e-06	39.7
k141_8327316	3xylanase	28.877	187	92	9	559	2	154	300	4.99e-09	47.4
k141_8327316	3xylanase	25.000	136	93	5	1426	1037	2	134	7.28e-07	40.4
k141_8327316	5xylanase	40.741	54	32	0	1198	1037	55	108	8.67e-08	43.5
k141_8327316	5xylanase	26.554	177	92	6	532	2	122	260	1.42e-06	39.7
k141_8327316	9xylanase	26.257	179	94	10	538	2	104	244	2.35e-07	42.0
k141_8327316	9xylanase	29.870	77	51	1	1267	1037	15	88	2.90e-07	41.6
k141_7686993	10xylanase	32.486	354	194	14	368	1348	585	920	2.74e-47	169
k141_7686993	9xylanase	28.102	274	155	10	458	1183	39	302	7.63e-28	104
k141_7686993	5xylanase	30.769	260	144	11	461	1174	60	305	1.13e-23	93.6
k141_7686993	1xylanase	28.105	306	164	12	392	1174	63	357	1.82e-19	80.9
k141_7686993	11xylanase	31.604	212	132	7	455	1060	387	595	4.86e-19	80.9
k141_7686993	6xylanase	27.891	294	153	14	431	1174	72	352	1.25e-17	75.1
k141_7686993	3xylanase	27.219	338	174	16	350	1183	35	360	3.17e-17	73.9
k141_7686993	4RecName:	27.083	288	147	14	455	1174	80	352	1.09e-15	69.3
k141_6405987	10xylanase	38.994	159	83	5	454	2	585	737	6.97e-34	115
k141_6405987	1xylanase	37.500	56	34	1	364	200	84	139	1.22e-11	51.6
k141_6405987	3xylanase	31.111	90	49	4	430	200	50	139	4.70e-11	50.1
k141_6405987	5xylanase	42.593	54	30	1	358	200	60	113	1.69e-10	48.5
k141_6405987	6xylanase	24.812	133	81	4	430	89	58	190	1.34e-09	45.8
k141_6405987	4RecName:	26.316	133	79	4	430	89	58	190	5.24e-09	43.9
k141_6405987	9xylanase	23.423	111	75	4	361	53	39	147	1.02e-06	37.4
k141_6405987	11xylanase	29.310	58	40	1	370	200	385	442	5.87e-06	35.0
k141_4164538	10xylanase	29.630	108	61	5	417	109	223	320	3.31e-06	36.6
k141_3844483	10xylanase	25.581	172	98	9	11	460	779	942	4.60e-08	43.5
k141_2883693	11xylanase	30.400	125	51	5	387	25	353	445	2.34e-10	52.8
k141_2883693	4RecName:	28.571	105	49	4	345	31	58	136	3.51e-07	42.4
k141_2883693	6xylanase	25.556	90	52	3	276	31	54	136	2.93e-06	39.3
k141_2883693	3xylanase	29.897	97	41	4	297	7	78	147	8.56e-06	37.7
k141_8006626	11xylanase	35.294	153	66	4	226	684	366	485	3.64e-26	96.3
k141_8006626	4RecName:	31.395	172	76	5	226	705	59	200	1.41e-22	85.5
k141_8006626	6xylanase	29.193	161	76	4	226	684	59	189	6.03e-20	77.8
k141_8006626	1xylanase	31.214	173	74	7	226	705	64	204	1.57e-18	73.6
k141_8006626	9xylanase	28.105	153	75	4	226	684	19	136	5.76e-17	68.9
k141_8006626	3xylanase	28.409	176	84	6	184	684	51	193	1.36e-16	68.2
k141_8006626	5xylanase	26.543	162	80	5	220	699	33	157	2.44e-11	52.4
k141_8006626	7xylanase	72.222	18	5	0	1	54	357	374	4.36e-06	36.6
k141_6406226	10xylanase	28.571	140	83	5	572	165	779	905	2.20e-11	52.4
k141_6406226	9xylanase	25.000	116	77	3	605	264	193	300	1.99e-08	43.1
k141_6406226	11xylanase	26.050	119	72	5	605	264	542	649	5.85e-07	38.9
k141_6406226	3xylanase	34.694	49	32	0	605	459	249	297	2.56e-06	37.0
k141_2243576	1xylanase	29.327	208	104	8	868	254	185	352	2.68e-14	62.4
k141_2243576	4RecName:	31.210	157	69	6	871	401	180	297	5.72e-13	58.2
k141_2243576	3xylanase	27.160	243	131	8	868	158	185	387	4.13e-12	55.5
k141_2243576	6xylanase	34.711	121	46	5	871	509	180	267	4.29e-12	55.5
k141_2243576	11xylanase	26.923	208	106	11	868	257	477	642	3.76e-10	50.1
k141_2243576	9xylanase	25.366	205	113	9	865	254	129	294	1.65e-09	47.4
k141_2243576	10xylanase	26.573	143	71	5	832	404	710	818	1.07e-06	39.3
k141_4485247	10xylanase	45.652	46	21	1	161	24	585	626	1.05e-08	42.4
k141_7366800	4RecName:	31.771	192	100	7	712	197	173	353	4.17e-18	72.4
k141_7366800	6xylanase	28.505	214	118	7	712	143	173	375	4.50e-18	72.4
k141_7366800	11xylanase	28.866	194	105	7	709	191	470	651	6.39e-18	72.4
k141_7366800	9xylanase	29.167	216	115	8	709	143	121	325	8.22e-18	71.2
k141_7366800	1xylanase	28.125	192	108	6	712	197	177	358	2.62e-15	64.3
k141_7366800	3xylanase	26.633	199	102	8	712	197	177	358	3.76e-14	60.8
k141_7366800	5xylanase	27.404	208	133	6	712	122	136	336	8.02e-12	53.9
k141_7046306	9xylanase	33.613	119	67	3	2	352	223	331	3.90e-15	60.1
k141_7046306	3xylanase	33.654	104	59	3	47	346	294	391	2.72e-14	57.8
k141_7046306	1xylanase	29.771	131	71	4	5	346	280	406	1.81e-11	49.7
k141_7046306	11xylanase	31.624	117	66	4	2	346	572	676	3.15e-11	49.3
k141_7046306	4RecName:	29.630	135	70	4	2	346	275	404	5.04e-10	45.8
k141_7046306	6xylanase	27.407	135	73	4	2	346	275	404	4.96e-08	40.0
k141_6086088	7xylanase	66.667	78	26	0	1	234	162	239	9.74e-35	114
k141_6086088	2xylanase	52.055	73	34	1	1	216	147	219	1.04e-22	80.1
k141_6086088	8xylanase	49.315	73	36	1	1	216	147	219	2.85e-20	75.5
k141_322646	1xylanase	40.323	62	35	1	270	91	260	321	4.05e-10	44.7
k141_322646	6xylanase	50.000	42	21	0	270	145	256	297	5.70e-10	44.3
k141_322646	11xylanase	51.163	43	20	1	270	145	553	595	8.98e-10	43.9
k141_322646	3xylanase	39.344	61	35	1	270	94	260	320	6.66e-09	41.2
k141_322646	4RecName:	45.238	42	23	0	270	145	256	297	3.22e-08	39.3
k141_322646	9xylanase	30.303	66	42	1	270	85	204	269	2.92e-07	36.6
k141_7046375	9xylanase	34.884	258	138	4	1419	652	102	331	9.12e-46	153
k141_7046375	11xylanase	30.620	258	145	6	1419	655	451	677	8.15e-34	124
k141_7046375	4RecName:	29.964	277	144	6	1416	655	156	405	9.34e-34	122
k141_7046375	6xylanase	29.964	277	144	5	1416	655	156	405	1.32e-33	121
k141_7046375	3xylanase	29.278	263	147	6	1416	655	160	392	1.48e-31	115
k141_7046375	1xylanase	28.986	276	148	8	1419	655	159	407	5.38e-30	111
k141_7046375	5xylanase	33.333	150	91	4	1392	952	127	270	3.99e-20	81.6
k141_4485430	9xylanase	29.661	118	53	6	33	314	204	315	9.24e-09	47.0
k141_4485430	3xylanase	25.000	128	69	5	33	365	260	377	5.22e-07	41.6
k141_4485430	1xylanase	29.412	102	52	4	33	287	260	358	3.58e-06	38.9
k141_3845010	9xylanase	41.892	148	76	4	3	440	62	201	2.49e-37	120
k141_3845010	3xylanase	37.662	154	82	3	6	440	109	257	1.34e-33	112
k141_3845010	1xylanase	38.312	154	81	4	6	440	109	257	3.71e-32	108
k141_3845010	11xylanase	41.781	146	75	4	9	440	413	550	1.77e-31	108
k141_3845010	6xylanase	35.526	152	86	2	9	440	106	253	2.75e-30	103
k141_3845010	4RecName:	35.065	154	88	2	3	440	104	253	5.45e-30	102
k141_3845010	5xylanase	33.803	142	81	4	18	440	87	216	4.82e-22	80.9
k141_322990	11xylanase	31.092	119	69	6	12	344	478	591	1.09e-10	48.1
k141_322990	1xylanase	29.508	122	71	4	3	344	183	297	1.16e-10	47.8
